I
1050 Generated by WorldEditor

1   1203 1 0 ETSI Ingolstadt-Manching
1302 city Manching
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_2L.pol 
111  48.709424048  11.522831779 
111  48.709547113  11.522763884 
111  48.709619191  11.523050683 
111  48.709754249  11.522972182 
111  48.709752317  11.522964164 
111  48.709758158  11.522961365 
111  48.709784553  11.522994506 
111  48.709795307  11.523038738 
111  48.709438705  11.523239343 
111  48.709475123  11.523389060 
111  48.709864924  11.523180382 
111  48.709881997  11.523250209 
111  48.709909763  11.523234992 
111  48.709869361  11.523062551 
111  48.709853091  11.523070396 
111  48.709833660  11.522990211 
111  48.709881281  11.522984087 
111  48.709898228  11.522961773 
111  48.709879614  11.522931038 
111  48.709873502  11.522937775 
111  48.709789766  11.522817810 
112  48.709702517  11.522865524  48.709667220  11.522884882 
111  48.709649598  11.522824717 
111  48.709675834  11.522809339 
111  48.709662655  11.522758884 
111  48.709666316  11.522734227 
111  48.709694446  11.522712622 
111  48.709638600  11.522521019 
111  48.709676519  11.522509530 
111  48.709558674  11.522250847 
111  48.709505742  11.522274915 
111  48.709475574  11.522152785 
111  48.709528922  11.522126041 
111  48.709370684  11.521741529 
111  48.709191834  11.521294235 
112  48.709166246  11.521361464  48.709139847  11.521383162 
113  48.709062857  11.521440983
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_1D.pol 
111  48.709864982  11.523180215 
111  48.709501987  11.523373237 
111  48.709582057  11.523689729 
113  48.709941009  11.523489044
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_2D.pol 
111  48.707986090  11.520944005 
112  48.707986090  11.520944005  48.707994234  11.520975932 
111  48.708109767  11.521419105 
111  48.708245033  11.521338512 
111  48.708133906  11.520911187 
114  48.708031499  11.520971638  48.708015916  11.520978872 
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_3D.pol 
111  48.706897762  11.516123220 
111  48.706947300  11.516312611 
111  48.707000961  11.516278819 
111  48.707037831  11.516424459 
111  48.707441082  11.516191531 
113  48.707352961  11.515855263
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_3D.pol 
111  48.707443434  11.516540355 
111  48.707513130  11.516811481 
111  48.707699524  11.516702439 
111  48.707667871  11.516576716 
111  48.707634316  11.516596176 
113  48.707596246  11.516452598
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3D.pol 
111  48.708834417  11.524078810 
111  48.708971804  11.523997533 
111  48.709235753  11.524997105 
111  48.709376280  11.524914044 
111  48.709391965  11.524975015 
111  48.709253900  11.525062735 
111  48.709100493  11.525156091 
111  48.709128259  11.525262089 
111  48.709728610  11.524908193 
112  48.709675675  11.524759150  48.709641286  11.524693544 
111  48.709675675  11.524759150 
112  48.709675675  11.524759150  48.709640749  11.524669948 
112  48.709535340  11.524594762  48.709498426  11.524516365 
111  48.709535340  11.524594762 
112  48.709535340  11.524594762  48.709512922  11.524540367 
112  48.709479220  11.524443193  48.709466530  11.524396594 
112  48.709314908  11.523837889  48.709301505  11.523786785 
112  48.709332631  11.523714147  48.709349060  11.523703009 
112  48.709444730  11.523644454  48.709455971  11.523638557 
112  48.709484558  11.523667668  48.709489746  11.523687323 
112  48.709503479  11.523751857  48.709505208  11.523766271 
112  48.709498248  11.523795459  48.709492195  11.523804631 
111  48.709455535  11.523844726 
111  48.709518834  11.524093654 
111  48.709584748  11.524045296 
112  48.709661648  11.524099204  48.709673666  11.524107572 
112  48.709700360  11.524096033  48.709707181  11.524092587 
111  48.710201228  11.523799979 
111  48.710067667  11.523578391 
111  48.709954995  11.523673357 
111  48.709996139  11.523787509 
112  48.709934360  11.523894178  48.709887013  11.523920557 
112  48.709699552  11.524026831  48.709689194  11.524030319 
112  48.709659166  11.524018367  48.709647082  11.524012263 
112  48.709612331  11.523969833  48.709606860  11.523947366 
111  48.709549738  11.523717873 
111  48.709584250  11.523697413 
111  48.709512072  11.523410462 
111  48.709394705  11.523476602 
111  48.709320621  11.523197959 
111  48.709228327  11.523250410 
111  48.709251928  11.523341520 
111  48.709215721  11.523362113 
111  48.709266814  11.523559974 
111  48.709293969  11.523544512 
111  48.709308400  11.523602836 
112  48.709246790  11.523560885  48.709235549  11.523518954 
111  48.709246790  11.523560885 
112  48.709246790  11.523560885  48.709241170  11.523539919 
111  48.708430426  11.520456823 
111  48.708471688  11.520430518 
111  48.708257824  11.519594324 
111  48.708211388  11.519623169 
112  48.707842240  11.518221486  48.707834615  11.518193145 
111  48.707842240  11.518221486 
112  48.707842240  11.518221486  48.707811742  11.518108124 
111  48.707769363  11.518009335 
112  48.707737347  11.517958266  48.707709288  11.517911422 
112  48.707797165  11.517810168  48.707863270  11.517762604 
111  48.707986731  11.517670520 
111  48.707919427  11.517411335 
111  48.707841760  11.517457860 
111  48.707581739  11.516461235 
112  48.707662926  11.516414844  48.707687513  11.516401367 
111  48.707706411  11.516443673 
111  48.707660195  11.516249010 
112  48.707640499  11.516316285  48.707619051  11.516330554 
111  48.707640499  11.516316285 
112  48.707640499  11.516316285  48.707622713  11.516247317 
111  48.707553129  11.515961648 
111  48.707592647  11.515941878 
111  48.707513958  11.515568157 
112  48.706889417  11.515994834  48.706866922  11.516005932 
112  48.706833348  11.515959149  48.706823409  11.515924269 
112  48.706586082  11.515010443  48.706559206  11.514903713 
112  48.706682296  11.514758102  48.706746242  11.514721589 
112  48.707201880  11.514452064  48.707250620  11.514425686 
111  48.707281572  11.514488553 
111  48.707227941  11.514226258 
112  48.707188133  11.514351554  48.707135215  11.514382152 
112  48.706561015  11.514692315  48.706519732  11.514716572 
112  48.706487511  11.514656191  48.706473188  11.514603847 
111  48.706427596  11.514499809 
111  48.706065174  11.513721598 
111  48.706099971  11.513683798 
111  48.705965881  11.513255907 
111  48.705928192  11.513275437 
111  48.705770883  11.512703431 
111  48.705726467  11.511713163 
111  48.705569200  11.511842217 
111  48.705444848  11.511057073 
111  48.705374653  11.511082437 
111  48.705474320  11.511701456 
111  48.705410412  11.511734890 
111  48.705418755  11.511786709 
111  48.705485072  11.511768234 
111  48.705487457  11.511783045 
112  48.705447631  11.511844616  48.705402219  11.511873373 
111  48.705447631  11.511844616 
112  48.705447631  11.511844616  48.705424925  11.511858994 
111  48.705221926  11.511988054 
111  48.705106482  11.512061033 
111  48.705018056  11.511742199 
111  48.704988733  11.511759981 
111  48.705078192  11.512079457 
111  48.705030280  11.512109925 
111  48.705300821  11.513126837 
111  48.705057013  11.513277350 
111  48.705599822  11.515316829 
111  48.705874483  11.515152381 
111  48.706012150  11.515679387 
111  48.705728271  11.515860382 
111  48.705748966  11.515945344 
111  48.706052349  11.515762135 
111  48.706125779  11.516052321 
111  48.706064833  11.516088709 
111  48.706087856  11.516176559 
111  48.706107335  11.516163746 
111  48.706097854  11.516127367 
111  48.706138755  11.516102863 
111  48.706292993  11.516713125 
111  48.706225849  11.516752406 
111  48.706309244  11.517075407 
111  48.706041117  11.517239020 
111  48.706101228  11.517460402 
112  48.706415206  11.517272098  48.706425230  11.517266103 
111  48.706433831  11.517271687 
111  48.706935533  11.516967581 
111  48.706983460  11.517151318 
111  48.707091662  11.517087347 
111  48.707115739  11.517135729 
111  48.706997904  11.517205618 
111  48.707014891  11.517270617 
111  48.707143580  11.517196118 
111  48.707173093  11.517257527 
111  48.707035560  11.517347183 
111  48.707075129  11.517497579 
111  48.707175143  11.517437770 
111  48.707200209  11.517532731 
111  48.707296993  11.517477864 
111  48.707375673  11.517592873 
111  48.707136830  11.517730660 
111  48.707177177  11.517884455 
111  48.707459451  11.517700948 
111  48.707529149  11.517792638 
111  48.707510002  11.517842545 
111  48.707316287  11.517977330 
111  48.707346870  11.518096280 
111  48.707248656  11.518154591 
111  48.707255745  11.518181572 
111  48.707350948  11.518122542 
111  48.707423644  11.518387223 
112  48.707364708  11.518422133  48.707342561  11.518433320 
111  48.707311381  11.518392246 
111  48.707590793  11.519447453 
111  48.707609446  11.519461794 
111  48.707736699  11.519937956 
111  48.707722403  11.519946568 
111  48.707986183  11.520944427 
112  48.708017510  11.520881999  48.708039923  11.520868709 
111  48.708111532  11.520825192 
111  48.708167838  11.521043862 
111  48.708457305  11.520878827 
112  48.708527131  11.521146439  48.708542831  11.521208791 
111  48.708512931  11.521241604 
111  48.708549197  11.521377034 
111  48.708294919  11.521529943 
111  48.708315657  11.521610339 
113  48.708198460  11.521686137
111  48.709201237  11.523823871 
112  48.709250316  11.523872013  48.709262348  11.523915615 
111  48.709264012  11.523921885 
112  48.709232149  11.523977681  48.709199924  11.523996866 
111  48.709183165  11.524009089 
113  48.709160337  11.523919003
111  48.709504205  11.524832769 
112  48.709504205  11.524832769  48.709511168  11.524870755 
112  48.709486487  11.524893812  48.709473258  11.524904364 
111  48.709412255  11.524942646 
111  48.709321519  11.524590019 
113  48.709426066  11.524533659
111  48.709312356  11.524203164 
111  48.709239549  11.524247468 
111  48.709227020  11.524198417 
113  48.709300826  11.524155680
111  48.709358936  11.524389587 
111  48.709351026  11.524395687 
111  48.709318369  11.524265324 
113  48.709327862  11.524260525
111  48.708239921  11.520746845 
112  48.708239921  11.520746845  48.708268888  11.520729156 
112  48.708259143  11.520831163  48.708234067  11.520844921 
111  48.708155332  11.520894080 
113  48.708134148  11.520812577
111  48.707480236  11.518340135 
111  48.707387271  11.517996702 
111  48.707577165  11.517863458 
112  48.707682180  11.518016563  48.707732819  11.518088940 
114  48.707703068  11.518207541  48.707631138  11.518247653 
111  48.707191719  11.517297505 
111  48.707232202  11.517366593 
111  48.707148092  11.517417814 
113  48.707126868  11.517340387
111  48.707273971  11.516642947 
112  48.707273971  11.516642947  48.707292328  11.516634314 
112  48.707317986  11.516676445  48.707326215  11.516707140 
112  48.707403393  11.517010917  48.707417179  11.517059664 
112  48.707392440  11.517100285  48.707373292  11.517113052 
112  48.707292182  11.517162843  48.707279161  11.517169807 
112  48.707199506  11.517128373  48.707174819  11.517078495 
111  48.707136318  11.516981553 
112  48.707081670  11.516825852  48.707065845  11.516765422 
113  48.707116627  11.516744110
111  48.707025836  11.516396129 
111  48.707097554  11.516667294 
112  48.707016965  11.516642775  48.706995517  11.516565881 
114  48.706983363  11.516513247  48.706962961  11.516431596 
111  48.706936185  11.516269372 
112  48.706936185  11.516269372  48.706942670  11.516295578 
112  48.706918762  11.516279002  48.706912709  11.516254762 
112  48.706890574  11.516171558  48.706886251  11.516153214 
114  48.706908645  11.516162910  48.706913833  11.516183220 
111  48.706540407  11.515140403 
111  48.706426470  11.515212342 
112  48.706375198  11.515020505  48.706357478  11.514950256 
112  48.706420967  11.514922420  48.706433115  11.514916464 
114  48.706492300  11.514953361  48.706507964  11.515014972 
111  48.706966244  11.517025177 
111  48.706867661  11.516658336 
111  48.706943567  11.516602792 
113  48.707047731  11.516966068
111  48.706685871  11.515668928 
111  48.706897542  11.516437911 
111  48.706782332  11.516513800 
113  48.706580204  11.515730611
111  48.705273801  11.512461885 
112  48.705273801  11.512461885  48.705290112  11.512454161 
111  48.705532839  11.512302158 
112  48.705705531  11.512954658  48.705712018  11.512984149 
112  48.705676376  11.513034522  48.705649500  11.513054182 
112  48.705476669  11.513153551  48.705455354  11.513163381 
112  48.705408367  11.513117783  48.705393539  11.513061610 
114  48.705251374  11.512524756  48.705240160  11.512478877 
111  48.705963460  11.513885635 
112  48.705963460  11.513885635  48.705970874  11.513919339 
112  48.705943720  11.513969754  48.705917771  11.513980989 
112  48.705715367  11.514104148  48.705697017  11.514111872 
112  48.705664008  11.514064571  48.705649736  11.514015139 
111  48.705664008  11.514064571 
112  48.705664008  11.514064571  48.705656872  11.514039855 
112  48.705623356  11.513911643  48.705616444  11.513885231 
112  48.705631224  11.513853327  48.705638737  11.513848773 
111  48.705680155  11.513822545 
111  48.705662207  11.513755759 
112  48.705612230  11.513783537  48.705603214  11.513787635 
112  48.705578943  11.513745159  48.705572551  11.513719475 
112  48.705537921  11.513589921  48.705530476  11.513561883 
112  48.705549697  11.513531813  48.705558897  11.513526358 
111  48.705604282  11.513501013 
111  48.705584332  11.513431343 
112  48.705529912  11.513461419  48.705521912  11.513465662 
112  48.705494482  11.513425923  48.705486321  11.513394830 
112  48.705457231  11.513285665  48.705455125  11.513277686 
111  48.705457231  11.513285665 
112  48.705457231  11.513285665  48.705448806  11.513253749 
112  48.705487508  11.513202403  48.705509413  11.513189636 
112  48.705709541  11.513074961  48.705732988  11.513064148 
114  48.705762755  11.513123775  48.705776008  11.513163939 
111  48.706225104  11.514910981 
111  48.705939509  11.515084714 
111  48.705845182  11.514730047 
111  48.705801080  11.514756765 
112  48.705679148  11.514311623  48.705669880  11.514277919 
112  48.705697651  11.514205081  48.705723600  11.514189633 
112  48.705972725  11.514044333  48.705992639  11.514033888 
114  48.706012197  11.514096670  48.706019856  11.514121043 
111  48.707351023  11.515860220 
111  48.707437094  11.516189125 
111  48.707039252  11.516419851 
111  48.707001134  11.516273595 
111  48.706952616  11.516303286 
113  48.706903477  11.516123297
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5D.pol 
111  48.708802826  11.520301394 
111  48.708476759  11.520515385 
111  48.708434099  11.520471387 
111  48.708521628  11.520805267 
111  48.708568067  11.520663907 
112  48.708839563  11.520495395  48.708863801  11.520480504 
113  48.708880462  11.520503939
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_3D.pol 
111  48.709547154  11.522763717 
112  48.709125169  11.522996156  48.709111369  11.523003214 
111  48.709091519  11.522971500 
111  48.709177132  11.523298865 
113  48.709619208  11.523050674
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  48.708041555  11.518978289 
111  48.708092036  11.518942496 
111  48.708031662  11.518713801 
111  48.708070101  11.518691650 
111  48.708060356  11.518654731 
111  48.708021917  11.518676062 
111  48.707894836  11.518192668 
113  48.707842607  11.518223769
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  48.707828292  11.518173550 
111  48.707911856  11.518116651 
111  48.707901923  11.518074986 
113  48.707815460  11.518133419
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  48.708141303  11.519291306 
112  48.708141303  11.519291306  48.708133903  11.519295619 
111  48.708118905  11.519272536 
111  48.708143054  11.519363214 
112  48.708150741  11.519329205  48.708158331  11.519323741 
111  48.708235783  11.519278935 
113  48.708228101  11.519241660
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3L.pol 
111  48.707767623  11.518007789 
111  48.707813987  11.517852164 
111  48.707827430  11.517828424 
111  48.707845485  11.517881291 
111  48.707853897  11.517868049 
111  48.707836280  11.517813384 
111  48.707867570  11.517758443 
111  48.707795730  11.517810828 
113  48.707743294  11.517968739
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5L.pol 
111  48.706832996  11.515959530 
111  48.706873563  11.515934277 
111  48.706889941  11.515996887 
111  48.707142925  11.515827471 
111  48.707514650  11.515571453 
111  48.707341839  11.514743499 
112  48.707281186  11.514488328  48.707279200  11.514478834 
111  48.707281186  11.514488328 
112  48.707281186  11.514488328  48.707277213  11.514469341 
112  48.707201432  11.514451184  48.707162009  11.514473876 
112  48.706682190  11.514757368  48.706619738  11.514794596 
111  48.706595895  11.514866975 
111  48.706630087  11.515006882 
111  48.706589437  11.515028930 
113  48.706708266  11.515483542
111  48.706896162  11.515091113 
111  48.706912539  11.515154634 
111  48.706721254  11.515262847 
113  48.706704385  11.515201296
111  48.706695712  11.515168321 
111  48.706679661  11.515110247 
111  48.706873903  11.514999066 
113  48.706888478  11.515057110
111  48.707006872  11.515521937 
111  48.707023476  11.515584304 
111  48.706838962  11.515695923 
113  48.706822936  11.515636822
111  48.706813094  11.515600265 
111  48.706796717  11.515535232 
111  48.706981410  11.515425393 
113  48.706997473  11.515487021
111  48.706905760  11.514704972 
111  48.706639135  11.514863117 
111  48.706635237  11.514847960 
113  48.706902008  11.514691516
111  48.707232844  11.514488660 
112  48.707232844  11.514488660  48.707249114  11.514480031 
112  48.707271141  11.514515039  48.707275615  11.514537229 
111  48.707440739  11.515382281 
111  48.707228449  11.515518496 
111  48.707162018  11.515268911 
111  48.707384914  11.515128991 
111  48.707336242  11.514949807 
111  48.707109728  11.515084216 
111  48.707042226  11.514841988 
111  48.707291422  11.514688320 
111  48.707242593  11.514501950 
111  48.706947237  11.514681452 
113  48.706942970  11.514666697
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5L.pol 
111  48.707334892  11.511768195 
112  48.707334892  11.511768195  48.707302754  11.511790806 
112  48.707282271  11.511892093  48.707280741  11.511934416 
112  48.707325999  11.512052088  48.707363110  11.512103687 
111  48.707325999  11.512052088 
112  48.707325999  11.512052088  48.707344363  11.512010925 
113  48.707444050  11.511801528
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  48.707516420  11.511740635 
112  48.707443512  11.511801557  48.707428246  11.511829960 
111  48.707325994  11.512050738 
112  48.707283430  11.511911813  48.707277836  11.511823340 
111  48.707335263  11.511768920 
111  48.707307362  11.511315724 
111  48.707341367  11.511309117 
111  48.707323929  11.511031650 
111  48.707291667  11.511031650 
111  48.707137621  11.508399832 
111  48.706972593  11.508420788 
111  48.706968541  11.508172812 
111  48.706922588  11.508173688 
112  48.706948805  11.508022648  48.706943564  11.507953160 
111  48.706892074  11.507116031 
111  48.706739282  11.507137574 
111  48.706768257  11.507555109 
111  48.706843196  11.507541876 
112  48.706870941  11.508003685  48.706877044  11.508093531 
112  48.706793605  11.508102796  48.706776341  11.508105703 
111  48.706431488  11.508155673 
111  48.706433923  11.508258359 
112  48.706768137  11.508218147  48.706837847  11.508220633 
112  48.706880965  11.508508858  48.706882605  11.508527499 
111  48.706952090  11.509402520 
111  48.706765710  11.509433471 
111  48.706826645  11.510320957 
111  48.706791835  11.510325853 
111  48.706751929  11.509721191 
111  48.706611258  11.509741764 
111  48.706635110  11.510129964 
111  48.706611537  11.510133811 
111  48.706598161  11.509942505 
111  48.705340847  11.510116562 
111  48.705362838  11.510348575 
111  48.705333019  11.510360265 
111  48.705337763  11.510390414 
111  48.705367297  11.510380356 
111  48.705370322  11.510402014 
111  48.705384342  11.510398049 
111  48.705413822  11.510605970 
111  48.705400950  11.510609545 
111  48.705407436  11.510652130 
111  48.705432209  11.510645878 
111  48.705451392  11.510787528 
111  48.705426131  11.510792063 
111  48.705430495  11.510853043 
112  48.705914989  11.510791199  48.705968587  11.510784636 
111  48.706089207  11.510715072 
111  48.706093427  11.510803000 
111  48.706418011  11.510763942 
111  48.706408925  11.510566258 
111  48.706974348  11.510476613 
111  48.707000807  11.510900005 
111  48.706967160  11.510906825 
111  48.706999894  11.511430299 
111  48.705720544  11.511612590 
111  48.705730395  11.511828830 
111  48.705891947  11.511806646 
111  48.705914257  11.512205819 
111  48.705748341  11.512230555 
111  48.705755822  11.512396332 
111  48.705817318  11.512388131 
111  48.705821741  11.512476164 
111  48.706034523  11.512442800 
111  48.706030992  11.512350350 
111  48.706134644  11.512337126 
111  48.706138616  11.512427649 
111  48.706319119  11.512399217 
111  48.706314663  11.512308744 
111  48.706444365  11.512291618 
111  48.706447878  11.512362783 
111  48.706700482  11.512324695 
111  48.706698151  11.512252621 
111  48.706882900  11.512228029 
111  48.706886121  11.512294725 
111  48.707120115  11.512270309 
111  48.707117091  11.512196962 
112  48.707202023  11.512265024  48.707234686  11.512328080 
111  48.707233720  11.512365500 
111  48.707313972  11.512156614 
113  48.707413726  11.511942384
111  48.705978565  11.510587014 
112  48.705978565  11.510587014  48.705985020  11.510693456 
112  48.705930294  11.510729163  48.705906156  11.510732982 
111  48.705906156  11.510732983 
112  48.705899225  11.510613185  48.705892544  11.510547985 
111  48.705822504  11.510533688 
111  48.705876998  11.510524594 
111  48.705863938  11.510342893 
111  48.705949546  11.510328616 
111  48.705952923  11.510375785 
113  48.705965780  11.510373682
111  48.705482956  11.510782543 
111  48.705466916  11.510649045 
112  48.705805962  11.510594449  48.705820560  11.510592526 
112  48.705861943  11.510658974  48.705865546  11.510715348 
113  48.705864806  11.510739025
111  48.706348452  11.511744778 
111  48.706375489  11.512138778 
111  48.706027375  11.512189821 
113  48.706004790  11.511792478
111  48.706469672  11.512124625 
111  48.706460380  11.512000211 
111  48.706792890  11.511957042 
113  48.706801872  11.512075778
111  48.707054057  11.512039086 
111  48.706876495  11.512064721 
111  48.706866418  11.511949883 
113  48.707046613  11.511933279
111  48.706646108  11.510324854 
111  48.706621136  11.510329562 
111  48.706622603  11.510350457 
111  48.706605981  11.510353109 
111  48.706597304  11.510230493 
111  48.706310904  11.510279410 
111  48.706309520  11.510261340 
113  48.706638257  11.510206816
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_3D.pol 
111  48.704564603  11.510897081 
112  48.704564603  11.510897081  48.704600841  11.511120894 
111  48.704680686  11.511086190 
111  48.704666551  11.510995590 
112  48.704607451  11.510882529  48.704586350  11.510744210 
111  48.704349723  11.509198151 
113  48.704301873  11.509212825
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/concrete_1D.pol 
111  48.705569005  11.511842951 
111  48.705725555  11.511714316 
111  48.705689124  11.510819435 
113  48.705412720  11.510855151
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5L.pol 
111  48.705755592  11.512390981 
111  48.705770414  11.512703570 
111  48.705882105  11.513108973 
111  48.705965747  11.513256148 
111  48.706099879  11.513683871 
111  48.706129003  11.513743595 
111  48.706110024  11.513818571 
111  48.706345256  11.514323780 
112  48.706486851  11.514656828  48.706502028  11.514721512 
112  48.706561789  11.514692764  48.706599100  11.514671682 
112  48.707188388  11.514352807  48.707217995  11.514334948 
112  48.707229158  11.514232648  48.707220822  11.514178200 
111  48.707195184  11.514032873 
112  48.707129885  11.513541054  48.707101919  11.513271745 
112  48.707139667  11.512874092  48.707165819  11.512653928 
111  48.707234063  11.512364548 
112  48.707116805  11.512190217  48.707005158  11.512155958 
111  48.707116805  11.512190217 
114  48.707116805  11.512190217  48.707020809  11.512201812 
111  48.707123757  11.512345549 
111  48.707145959  11.512701300 
111  48.707126755  11.512835774 
111  48.706911938  11.512756863 
113  48.706897846  11.512367844
111  48.706054584  11.512503125 
111  48.706058553  11.512624926 
111  48.705804512  11.512662519 
113  48.705798757  11.512542523
111  48.706255569  11.512588437 
111  48.706252394  11.512473944 
111  48.706374055  11.512456050 
113  48.706380109  11.512573340
111  48.706424901  11.512440986 
111  48.706733321  11.512398944 
111  48.706742567  11.512712189 
113  48.706432169  11.512585589
111  48.707112804  11.512947516 
111  48.707089289  11.513125380 
114  48.707029437  11.513018385  48.707037279  11.512913130 
111  48.707044290  11.513207266 
111  48.707082313  11.513223083 
111  48.707081796  11.513311748 
111  48.707000301  11.513356398 
112  48.706962277  11.513270534  48.706943176  11.513233186 
111  48.706911314  11.513194007 
111  48.706951094  11.513164334 
112  48.706980442  11.513232070  48.707000776  11.513256720 
113  48.707030124  11.513264885
111  48.706965923  11.512856675 
112  48.706926298  11.512972760  48.706913623  11.513059753 
111  48.706932902  11.513110861 
111  48.706873466  11.513150891 
111  48.706816671  11.513110861 
111  48.706831200  11.513050817 
112  48.706779646  11.513026558  48.706753879  11.513015523 
111  48.706720251  11.513010788 
111  48.706714968  11.513070832 
112  48.706630627  11.513063537  48.706588604  11.513066618 
111  48.706532607  11.513078838 
111  48.706517639  11.513023596 
111  48.706618460  11.512964888 
111  48.706610624  11.512930729 
111  48.706508921  11.512988772 
111  48.706443504  11.512746486 
113  48.706440752  11.512674094
111  48.706384708  11.512651820 
111  48.706392366  11.512794457 
111  48.706509388  11.513242347 
112  48.706373028  11.513364537  48.706319802  11.513449293 
111  48.706302707  11.513527036 
111  48.706271063  11.513553675 
111  48.706291884  11.513629710 
111  48.706281611  11.513716175 
111  48.706137808  11.513805505 
111  48.706152108  11.513744050 
111  48.706115261  11.513670869 
111  48.705985133  11.513245817 
111  48.705896470  11.513090153 
111  48.705816925  11.512801512 
113  48.705811880  11.512743119
111  48.706297916  11.513939943 
112  48.706297916  11.513939943  48.706315959  11.514023207 
111  48.706352778  11.514092969 
111  48.706282189  11.514136086 
111  48.706144281  11.513834106 
113  48.706280734  11.513757186
111  48.706456022  11.514247450 
111  48.706364994  11.514312581 
111  48.706299648  11.514174578 
113  48.706368515  11.514129885
111  48.706745641  11.514292889 
111  48.706801817  11.514505098 
111  48.706513547  11.514678144 
111  48.706453678  11.514504158 
111  48.706401011  11.514390551 
111  48.706543891  11.514294131 
114  48.706643946  11.514316501  48.706675931  11.514315258 
111  48.706993119  11.514387009 
111  48.706843892  11.513829560 
111  48.707030132  11.513714468 
111  48.707098117  11.513965412 
111  48.707082744  11.513974107 
113  48.707162637  11.514288609
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_5D.pol 
111  48.705364977  11.508013816 
112  48.705364977  11.508013816  48.705377624  11.508014203 
112  48.705460137  11.507979849  48.705503978  11.507946735 
111  48.705518413  11.507912977 
112  48.705404559  11.507930439  48.705377588  11.507886256 
112  48.704976461  11.507231791  48.704934350  11.507161470 
111  48.704917079  11.506999170 
111  48.705334867  11.506461975 
111  48.705291959  11.506389421 
112  48.705380254  11.506383394  48.705418249  11.506373003 
111  48.705434270  11.506368060 
112  48.705494965  11.506408783  48.705523814  11.506416334 
111  48.705633490  11.506416777 
111  48.705727594  11.506416941 
111  48.705825368  11.506433235 
111  48.705837233  11.506424124 
111  48.705740038  11.506408533 
111  48.705634157  11.506407403 
112  48.705499970  11.506396623  48.705463253  11.506387880 
111  48.705448453  11.506361760 
111  48.705507032  11.506340178 
111  48.705500280  11.506294953 
111  48.705424122  11.506321731 
112  48.705266440  11.506314237  48.705238789  11.506266456 
111  48.705228797  11.506243669 
111  48.704960982  11.506591139 
111  48.704866436  11.506752162 
112  48.704864823  11.506995957  48.704877366  11.507125673 
112  48.704943112  11.507279779  48.704967029  11.507317596 
111  48.704998730  11.507367416 
111  48.704962067  11.507538523 
111  48.705137047  11.507828129 
111  48.705218403  11.507733224 
114  48.705365067  11.507971072  48.705375637  11.507988745 
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_4D.pol 
111  48.705621924  11.507283561 
111  48.705718277  11.507152452 
111  48.705713017  11.506953066 
112  48.705599444  11.506820756  48.705539286  11.506789975 
112  48.705414232  11.506909097  48.705365338  11.507009202 
114  48.705452796  11.507247092  48.705526366  11.507330597 
111  48.705444752  11.506971108 
112  48.705444752  11.506971108  48.705470534  11.506896524 
112  48.705598663  11.506898892  48.705658040  11.506946247 
112  48.705641038  11.507140531  48.705607324  11.507227222 
114  48.705486941  11.507193677  48.705438502  11.507149874 
110  1 0.00 0.0000 Polygon from DSF lib/airport/pavement/asphalt_2L.pol 
111  48.706919748  11.507578144 
112  48.706929424  11.507530146  48.706939546  11.507504970 
112  48.706964584  11.507178842  48.706944230  11.506943620 
112  48.706915221  11.506738410  48.706908829  11.506637240 
112  48.706812746  11.505222707  48.706812746  11.505201181 
112  48.706848969  11.505188266  48.706859946  11.505188266 
112  48.706924965  11.505178580  48.706939816  11.505176623 
112  48.706949673  11.505071828  48.706946445  11.505025842 
111  48.706795277  11.502640200 
111  48.706774599  11.502681075 
112  48.706922377  11.505066790  48.706923347  11.505091049 
112  48.706910658  11.505127169  48.706901441  11.505130109 
112  48.706852844  11.505134272  48.706821797  11.505137948 
112  48.706783310  11.505218329  48.706787191  11.505264641 
112  48.706883333  11.506747065  48.706889583  11.506840594 
112  48.706934546  11.507183330  48.706940015  11.507292249 
112  48.706936629  11.507352801  48.706934865  11.507408269 
113  48.706911818  11.507449589
